vek;pohlavie;roky praxe;panas1;panas2;panas3;panas4;panas5;panas6;panas7;panas8;panas9;panas10;panas11;panas12;panas13;panas14;panas15;panas16;panas17;panas18;panas19;panas20;framingpoz_cas;framing pozitivny;framingneg_cas;framing negativny;1cas;1odpoved;1vyhodnotenie;2cas;2odpoved;2vyhodnotenie;3cas;3odpoved;3vyhodnotenie;4cas;4odpoved;4vyhodnotenie;5cas;5odpoved;5vyhodnotenie;6cas;6odpoved;6vyhodnotenie;7cas;7odpoved;7vyhodnotenie;8cas;8odpoved;8vyhodnotenie;9cas;9odpoved;9vyhodnotenie;10cas;10odpoved;10vyhodnotenie;11cas;11odpoved;11vyhodnotenie;12cas;12odpoved;12vyhodnotenie;13cas;13odpoved;13vyhodnotenie;14cas;14odpoved;14vyhodnotenie;15cas;15odpoved;15vyhodnotenie;16cas;16odpoved;16vyhodnotenie;17cas;17odpoved;17vyhodnotenie;18cas;18odpoved;18vyhodnotenie;19cas;19odpoved;19vyhodnotenie;20cas;20odpoved;20vyhodnotenie;21cas;21odpoved;21vyhodnotenie;22cas;22odpoved;22vyhodnotenie;23cas;23odpoved;23vyhodnotenie;24cas;24odpoved;24vyhodnotenie;25cas;25odpoved;25vyhodnotenie;26cas;26odpoved;26vyhodnotenie;27cas;27odpoved;27vyhodnotenie;28cas;28odpoved;28vyhodnotenie;29cas;29odpoved;29vyhodnotenie;30cas;30odpoved;30vyhodnotenie;31cas;31odpoved;31vyhodnotenie;32cas;32odpoved;32vyhodnotenie;33cas;33odpoved;33vyhodnotenie;34cas;34odpoved;34vyhodnotenie;35cas;35odpoved;35vyhodnotenie;36cas;36odpoved;36vyhodnotenie;37cas;37odpoved;37vyhodnotenie;38cas;38odpoved;38vyhodnotenie;39cas;39odpoved;39vyhodnotenie;40cas;40odpoved;40vyhodnotenie;41cas;41odpoved;41vyhodnotenie;42cas;42odpoved;42vyhodnotenie;43cas;43odpoved;43vyhodnotenie;44cas;44odpoved;44vyhodnotenie;45cas;45odpoved;45vyhodnotenie;46cas;46odpoved;46vyhodnotenie;47cas;47odpoved;47vyhodnotenie;48cas;48odpoved;48vyhodnotenie;49cas;49odpoved;49vyhodnotenie;50cas;50odpoved;50vyhodnotenie;51cas;51odpoved;51vyhodnotenie;52cas;52odpoved;52vyhodnotenie;53cas;53odpoved;53vyhodnotenie;54cas;54odpoved;54vyhodnotenie;55cas;55odpoved;55vyhodnotenie;56cas;56odpoved;56vyhodnotenie;57cas;57odpoved;57vyhodnotenie;58cas;58odpoved;58vyhodnotenie;59cas;59odpoved;59vyhodnotenie;60cas;60odpoved;60vyhodnotenie;61cas;61odpoved;61vyhodnotenie;62cas;62odpoved;62vyhodnotenie;63cas;63odpoved;63vyhodnotenie;64cas;64odpoved;64vyhodnotenie;65cas;65odpoved;65vyhodnotenie;66cas;66odpoved;66vyhodnotenie;67cas;67odpoved;67vyhodnotenie;68cas;68odpoved;68vyhodnotenie;69cas;69odpoved;69vyhodnotenie;70cas;70odpoved;70vyhodnotenie;71cas;71odpoved;71vyhodnotenie;72cas;72odpoved;72vyhodnotenie;73cas;73odpoved;73vyhodnotenie;74cas;74odpoved;74vyhodnotenie;75cas;75odpoved;75vyhodnotenie;76cas;76odpoved;76vyhodnotenie;77cas;77odpoved;77vyhodnotenie;78cas;78odpoved;78vyhodnotenie;79cas;79odpoved;79vyhodnotenie;80cas;80odpoved;80vyhodnotenie;81cas;81odpoved;81vyhodnotenie;82cas;82odpoved;82vyhodnotenie;83cas;83odpoved;83vyhodnotenie;84cas;84odpoved;84vyhodnotenie;85cas;85odpoved;85vyhodnotenie;86cas;86odpoved;86vyhodnotenie;87cas;87odpoved;87vyhodnotenie;88cas;88odpoved;88vyhodnotenie;89cas;89odpoved;89vyhodnotenie;90cas;90odpoved;90vyhodnotenie;91cas;91odpoved;91vyhodnotenie;92cas;92odpoved;92vyhodnotenie;93cas;93odpoved;93vyhodnotenie;94cas;94odpoved;94vyhodnotenie;95cas;95odpoved;95vyhodnotenie;96cas;96odpoved;96vyhodnotenie;97cas;97odpoved;97vyhodnotenie;98cas;98odpoved;98vyhodnotenie;99cas;99odpoved;99vyhodnotenie;100cas;100odpoved;100vyhodnotenie;PNS1;PNS2;PNS3;PNS4;PNS5;PNS6;PNS7;PNS8;PNS9;PNS10;PNS11;PNS12;REI1;REI2;REI3;REI4;REI5;REI6;REI7;REI8;REI9;REI10;REI11;REI12;REI13;REI14;REI15;REI16;REI17;REI18;REI19;REI20;REI21;REI22;REI23;REI24;REI25;REI26;REI27;REI28;REI29;REI30;REI31;REI32;REI33;REI34;REI35;REI36;REI37;REI38;REI39;REI40;cislelny kod;nalada

40;M;10;3;1;1;1;4;2;1;1;2;2;2;3;1;1;1;3;3;2;3;1;41765;a;23119;b;18247;green;true;16287;yellow;false;18711;green;true;12879;green;false;3784;green;true;10231;yellow;true;8888;yellow;false;10159;yellow;true;10064;red;true;9967;black;true;6664;yellow;true;6063;black;true;6175;red;true;6224;yellow;true;11527;green;true;5880;black;true;6656;green;true;23166;green;false;3144;black;true;5544;yellow;true;7519;yellow;false;7216;red;false;6120;red;true;4775;black;true;5080;green;true;8208;red;true;20527;yellow;true;19039;yellow;false;7551;yellow;false;4712;black;true;3824;green;true;6063;yellow;true;8896;yellow;false;3840;yellow;true;5215;green;true;6368;yellow;false;3416;green;true;5144;yellow;true;28758;red;true;7280;green;true;5007;red;true;4664;yellow;true;4216;red;false;5112;black;true;12167;yellow;true;3608;green;true;3687;yellow;true;5624;yellow;true;3248;yellow;true;5016;red;true;8151;green;true;6968;yellow;false;6808;green;true;4367;red;true;4640;green;true;6776;yellow;true;4288;red;true;8303;yellow;true;4984;red;true;5912;black;true;4455;yellow;true;2832;black;true;9952;yellow;false;6584;yellow;true;2687;green;true;3520;black;true;7384;green;true;9839;green;false;3616;black;true;3984;yellow;true;10671;red;true;4312;yellow;true;4464;red;true;2183;black;true;5816;green;true;13655;yellow;false;3240;yellow;true;9488;green;false;6919;yellow;false;2216;black;true;2924;green;true;3660;yellow;true;3144;yellow;false;5463;yellow;true;4984;green;true;4832;red;true;4240;green;true;5624;yellow;true;6903;yellow;false;2688;green;true;3000;green;false;4559;yellow;true;5384;yellow;false;2120;black;true;5040;yellow;true;6967;green;true;4928;yellow;true;4760;yellow;true;4872;yellow;true;5399;red;true;2;1;4;4;3;4;3;4;4;4;2;3;6;5;3;5;4;2;4;4;2;4;4;6;5;6;4;6;4;4;3;2;4;3;1;2;2;2;4;3;3;3;4;1;4;4;4;5;4;4;5;3;757598;positive
29;M;2;2;1;2;1;3;1;1;1;4;3;1;3;1;4;1;5;4;1;4;1;82600;b;34998;b;17350;green;true;28039;yellow;false;7239;green;true;25439;yellow;false;5528;green;true;27630;red;false;13103;red;true;24447;yellow;true;10663;red;true;13728;black;true;12055;yellow;true;7063;black;true;8416;yellow;false;5560;yellow;true;5855;green;true;26527;black;true;15095;green;true;12751;green;false;5384;black;true;17487;yellow;true;11367;yellow;false;5384;yellow;true;10367;yellow;false;6640;black;true;8527;green;true;6656;yellow;false;3736;red;false;7919;yellow;false;7776;green;true;5391;black;true;5920;green;true;6616;yellow;true;8608;green;false;7727;yellow;true;6392;green;true;9735;yellow;false;2624;green;true;6384;yellow;true;5791;green;false;3448;green;true;5048;green;false;8359;yellow;true;7136;red;false;5168;black;true;6991;yellow;true;4121;green;true;6039;yellow;true;6103;red;false;1760;yellow;true;2560;green;false;2016;green;true;5872;red;true;6615;green;true;4136;green;false;3944;green;true;2128;red;false;9575;red;true;4288;yellow;true;4368;red;true;8655;black;true;7936;yellow;true;3887;black;true;7752;red;true;2991;yellow;true;1873;green;true;3703;black;true;3848;green;true;6136;green;false;2287;black;true;1665;yellow;true;4135;green;false;4624;yellow;true;3096;yellow;false;2520;black;true;4296;green;true;5391;yellow;false;8136;yellow;true;3136;green;false;1920;yellow;false;1607;black;true;1401;green;true;1287;yellow;true;1784;green;false;1480;yellow;true;1812;green;true;1884;green;false;2472;green;true;1496;yellow;true;3823;green;false;2248;green;true;5480;yellow;false;1632;yellow;true;2048;yellow;false;2520;black;true;2192;yellow;true;2058;green;true;1455;yellow;true;1976;red;false;2616;yellow;true;2440;green;false;2;4;6;4;1;4;6;5;3;4;5;5;6;6;2;6;3;5;5;5;6;6;5;5;6;6;6;3;6;6;3;5;4;6;6;2;3;3;6;3;3;5;3;4;4;5;3;3;5;5;3;2;971853;positive
49;M;25;3;1;1;1;3;1;1;1;3;3;1;3;1;4;1;4;3;1;3;1;3959;b;4008;b;6944;green;true;10535;yellow;false;2504;green;true;3415;yellow;false;3912;green;true;1376;red;false;2544;yellow;false;4856;yellow;true;6007;yellow;false;13975;red;false;4224;yellow;true;2096;black;true;5160;yellow;false;2902;yellow;true;2730;green;true;1703;black;true;2112;green;true;4480;yellow;false;2224;black;true;3224;yellow;true;16199;yellow;false;9975;yellow;true;15239;red;true;1496;black;true;1672;green;true;6703;yellow;false;9712;yellow;true;2384;yellow;false;3928;yellow;false;5719;black;true;3352;green;true;3288;yellow;true;8167;red;true;5288;yellow;true;1728;green;true;6439;red;true;2391;green;true;3984;yellow;true;2456;red;true;1904;green;true;7183;yellow;false;7680;yellow;true;4336;yellow;false;1600;black;true;5567;yellow;true;2144;green;true;5456;yellow;true;1088;red;false;2296;yellow;true;3687;red;true;1824;green;true;3632;yellow;false;1328;green;true;3304;red;true;6815;green;true;1416;red;false;9840;yellow;false;10967;yellow;true;4464;yellow;false;4703;red;false;2464;yellow;true;1616;black;true;6352;yellow;false;2992;yellow;true;1224;green;true;1543;black;true;2752;green;true;4968;yellow;false;1608;black;true;3816;yellow;true;3352;yellow;false;5287;yellow;true;2704;red;true;4840;black;true;1448;green;true;12575;yellow;false;7728;yellow;true;5215;yellow;false;2256;yellow;false;1696;black;true;1528;green;true;22878;yellow;true;22038;yellow;false;15655;yellow;true;2096;green;true;3056;yellow;false;10127;green;true;1672;yellow;true;17513;yellow;false;4007;green;true;4088;red;true;4288;yellow;true;6607;yellow;false;1800;black;true;2304;yellow;true;12495;green;true;4312;green;false;1360;red;false;3464;yellow;true;7615;red;true;4;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;5;4;5;4;3;5;4;3;4;4;3;4;4;4;3;4;4;4;3;4;4;4;3;135494;positive
36;F;17;1;1;1;1;1;1;1;1;1;2;1;1;5;1;1;1;3;1;2;2;10831;b;15367;b;122906;green;true;4063;red;true;4976;green;true;3223;red;true;3080;green;true;5872;red;false;8967;yellow;false;10568;yellow;true;8127;red;true;11744;red;false;5159;yellow;true;3128;black;true;13751;yellow;false;4632;yellow;true;2480;green;true;2040;black;true;3424;green;true;11106;red;true;5895;black;true;15711;yellow;true;2792;red;true;3296;yellow;true;2543;red;true;2152;black;true;2296;green;true;7776;red;true;2504;yellow;true;3567;red;true;1768;green;true;1600;black;true;1584;green;true;5064;yellow;true;2216;red;true;4048;yellow;true;2455;green;true;2456;red;true;3320;green;true;2232;yellow;true;2712;red;true;2040;green;true;1952;red;true;2711;yellow;true;6144;red;false;1192;black;true;6887;yellow;true;2544;green;true;2000;yellow;true;3056;yellow;true;2096;yellow;true;2688;red;true;1824;green;true;4439;red;true;1656;green;true;1654;red;true;1402;green;true;1616;red;false;2680;red;true;2696;yellow;true;3152;red;true;5079;red;false;4128;yellow;true;1776;black;true;6288;yellow;false;4031;yellow;true;1872;green;true;1456;black;true;1232;green;true;3496;yellow;false;1776;black;true;4232;yellow;true;3071;red;true;1920;yellow;true;3328;red;true;1256;black;true;1392;green;true;1648;red;true;1704;yellow;true;1224;red;true;1584;green;true;1536;black;true;1591;green;true;2072;yellow;true;2328;red;true;1504;yellow;true;4568;green;true;1592;red;true;2872;green;true;2199;yellow;true;1560;red;true;2720;green;true;2632;red;true;1944;yellow;true;4320;red;true;1762;black;true;2390;yellow;true;1848;green;true;2455;yellow;true;3592;yellow;true;2544;yellow;true;1864;red;true;6;2;6;6;3;5;3;2;3;5;4;6;6;1;4;6;6;6;4;6;5;5;5;6;6;6;5;6;3;6;5;5;4;6;3;3;2;2;6;5;6;4;5;2;3;5;6;6;3;6;3;2;811088;negative
57;M;15;1;2;1;1;1;1;1;1;2;2;2;2;1;2;2;3;3;1;3;1;21504;a;14607;a;2872;green;true;3968;red;true;3904;green;true;3320;red;true;2503;green;true;5008;red;false;6752;red;true;2696;yellow;true;1688;red;true;2808;black;true;2376;yellow;true;1824;black;true;17487;red;true;3256;yellow;true;2048;green;true;2048;black;true;1728;green;true;3128;red;true;1351;black;true;2056;yellow;true;2120;red;true;3616;yellow;true;2536;red;true;1896;black;true;1944;green;true;2648;red;true;2968;yellow;true;2912;red;true;20895;yellow;false;2360;black;true;1824;green;true;2632;yellow;true;3072;red;true;3192;yellow;true;2463;green;true;3153;red;true;2703;green;true;1888;yellow;true;3288;red;true;2520;green;true;7136;red;true;3216;yellow;true;2608;red;false;1895;black;true;2544;yellow;true;1504;green;true;2192;yellow;true;9568;red;false;3960;yellow;true;1696;red;true;1896;green;true;7679;red;true;3792;green;true;3040;red;true;9880;green;true;1712;red;false;7943;red;true;3504;yellow;true;8624;red;true;1720;black;true;2136;yellow;true;1464;black;true;4360;yellow;false;2104;yellow;true;1520;green;true;1687;black;true;1672;green;true;2456;red;true;1513;black;true;3031;yellow;true;2464;red;true;3256;yellow;true;3784;red;true;1320;black;true;2304;green;true;4304;red;true;2536;yellow;true;3663;red;true;5616;yellow;false;3136;black;true;2048;green;true;2328;yellow;true;2432;red;true;2360;yellow;true;1344;green;true;2600;red;true;1632;green;true;2712;yellow;true;3511;red;true;1384;green;true;3384;red;true;1560;yellow;true;2200;red;true;1656;black;true;5136;yellow;true;1968;green;true;2184;yellow;true;1360;red;false;7263;yellow;true;1936;red;true;3;5;4;2;3;4;3;6;5;3;3;3;4;3;4;4;4;3;5;3;4;4;3;3;5;3;4;3;5;3;4;4;1;6;1;1;4;1;6;1;3;3;6;3;6;3;3;3;5;4;5;1;280970;positive
24;M;2;1;1;5;5;4;1;4;1;5;4;1;4;1;4;4;1;1;4;2;5;63117;a;22807;b;28086;green;true;34382;red;true;8072;green;true;6392;yellow;false;9311;green;true;14032;red;false;12567;red;true;12375;yellow;true;15048;red;true;24975;black;true;5399;yellow;true;2736;black;true;20007;red;true;4520;yellow;true;4904;green;true;2439;black;true;5808;green;true;10784;green;false;4200;black;true;13015;yellow;true;18655;yellow;false;5176;yellow;true;8607;yellow;false;3360;black;true;5384;green;true;14927;red;true;13168;yellow;true;7311;yellow;false;7768;green;true;2016;black;true;46014;green;true;10239;yellow;true;11119;yellow;false;5904;yellow;true;4376;green;true;4304;yellow;false;2040;green;true;7543;yellow;true;4904;yellow;false;1144;green;true;2152;yellow;false;5416;yellow;true;12271;yellow;false;2784;black;true;4096;yellow;true;1992;green;true;12663;yellow;true;3008;red;false;3520;yellow;true;6255;red;true;4824;green;true;10264;yellow;false;1952;green;true;5367;yellow;false;8944;green;true;4120;red;false;4743;yellow;false;6280;yellow;true;10632;yellow;false;4951;red;false;12656;yellow;true;1608;black;true;5903;red;true;3216;yellow;true;5584;green;true;1440;black;true;2040;green;true;4832;yellow;false;1943;black;true;6040;yellow;true;47246;yellow;false;3312;yellow;true;5192;yellow;false;1191;black;true;2168;green;true;2344;yellow;false;2432;yellow;true;8672;yellow;false;1440;green;true;1680;black;true;2063;green;true;2720;yellow;true;4208;yellow;false;6080;yellow;true;1744;green;true;4367;yellow;false;1600;green;true;1760;yellow;true;2620;yellow;false;2827;green;true;2056;yellow;false;4512;yellow;true;4712;yellow;false;1959;black;true;2952;yellow;true;1232;green;true;10856;yellow;true;4497;red;false;2703;yellow;true;4400;red;true;3;6;2;2;1;4;2;2;2;1;6;1;5;5;6;1;2;5;5;6;6;5;4;4;6;3;6;6;6;6;5;5;3;6;2;5;5;2;5;2;5;5;5;2;5;2;2;5;5;5;5;2;493182;negative
34;M;7;1;1;2;1;4;1;1;1;4;2;1;4;1;2;1;4;5;1;4;1;57468;b;31806;b;19607;green;true;16743;yellow;false;11039;green;true;23566;yellow;false;17495;green;true;20711;red;false;16255;yellow;false;12583;yellow;true;13071;yellow;false;27439;black;true;17191;yellow;true;6399;black;true;9736;red;true;21998;yellow;true;5864;green;true;4568;black;true;6999;green;true;12744;yellow;false;7431;black;true;13593;yellow;true;9582;red;true;10679;yellow;true;16519;red;true;12511;black;true;6072;green;true;8080;red;true;17998;yellow;true;3712;yellow;false;17047;green;true;3213;black;true;28430;green;true;6135;yellow;true;11248;yellow;false;5447;yellow;true;3936;green;true;10807;red;true;2840;green;true;5863;yellow;true;7145;yellow;false;5127;green;true;11711;yellow;false;6951;yellow;true;6728;red;false;3231;black;true;5320;yellow;true;3192;green;true;9041;yellow;true;4910;red;false;7816;yellow;true;5055;yellow;false;2336;green;true;9848;yellow;false;5103;green;true;6976;yellow;false;3848;green;true;5599;red;false;7722;red;true;4294;yellow;true;9359;red;true;3703;black;true;5433;yellow;true;3055;black;true;5152;yellow;false;4568;yellow;true;7591;green;true;2944;black;true;11464;green;true;8903;yellow;false;2672;black;true;8743;yellow;true;4880;yellow;false;8944;yellow;true;3976;yellow;false;10943;black;true;2775;green;true;14584;yellow;false;3847;yellow;true;5168;yellow;false;5392;green;true;2792;black;true;9063;green;true;4840;yellow;true;3255;yellow;false;8816;yellow;true;2236;green;true;6915;yellow;false;2176;green;true;4592;yellow;true;2360;yellow;false;3480;green;true;2768;yellow;false;7215;yellow;true;10591;red;true;8120;black;true;11839;yellow;true;1936;green;true;3680;yellow;true;2344;red;false;3791;yellow;true;8688;red;true;3;5;6;6;1;6;2;6;6;6;4;2;2;6;2;5;2;3;4;5;3;4;5;6;2;6;5;5;2;4;4;2;2;3;4;3;4;3;5;4;4;4;5;2;5;3;2;3;5;3;5;4;710275;positive
43;M;8;3;1;1;1;1;1;1;1;3;3;1;3;1;4;1;4;5;1;5;1;47664;b;32983;b;8142;green;true;27824;red;true;7753;green;true;20227;yellow;false;4209;green;true;26639;yellow;true;8768;yellow;false;4256;yellow;true;21023;yellow;false;32455;black;true;12446;yellow;true;6005;black;true;12911;yellow;false;9922;yellow;true;5280;green;true;5146;black;true;5211;green;true;35047;yellow;false;3475;black;true;5475;yellow;true;25794;red;true;5189;yellow;true;13546;yellow;false;2503;black;true;4794;green;true;6158;red;true;4667;yellow;true;18506;yellow;false;15425;green;true;2514;black;true;3174;green;true;3540;yellow;true;11021;yellow;false;13002;yellow;true;6569;green;true;3618;red;true;4883;green;true;5347;yellow;true;12355;yellow;false;5112;green;true;6160;yellow;false;6120;yellow;true;9112;red;false;1897;black;true;5718;yellow;true;3690;green;true;8470;yellow;true;12977;yellow;true;5884;yellow;true;17569;yellow;false;3071;green;true;5392;red;true;3828;green;true;10477;yellow;false;3569;green;true;19529;red;false;6333;yellow;false;4367;yellow;true;12058;yellow;false;8259;black;true;6381;yellow;true;2451;black;true;7317;yellow;false;14459;yellow;true;2094;green;true;2114;black;true;2432;green;true;4692;yellow;false;2128;black;true;36334;yellow;true;3969;yellow;false;4824;yellow;true;5382;yellow;false;1809;black;true;2207;green;true;13137;yellow;false;508;yellow;true;2483;yellow;false;5104;yellow;false;2011;black;true;7215;green;true;21614;yellow;true;6610;yellow;false;5709;yellow;true;2190;green;true;5635;red;true;2274;green;true;2504;yellow;true;4044;yellow;false;6359;green;true;4709;yellow;false;3750;yellow;true;4672;yellow;false;1860;black;true;4360;yellow;true;3461;green;true;2393;yellow;true;1211;yellow;true;2588;yellow;true;2431;red;true;5;2;4;4;1;4;5;4;4;5;2;4;6;5;4;3;3;3;4;4;5;4;3;3;4;4;5;4;6;5;3;4;4;4;3;3;1;3;4;4;4;3;5;3;4;3;4;4;5;4;5;3;86548;positive
40;M;8;1;1;1;1;3;1;1;1;3;3;1;3;1;2;1;4;4;1;3;1;9859;b;8255;b;6278;green;true;7421;red;true;3469;green;true;5025;yellow;false;3415;green;true;7648;red;false;5816;red;true;10615;yellow;true;8743;yellow;false;19014;black;true;7818;yellow;true;3008;black;true;8042;yellow;false;5702;yellow;true;3760;green;true;1632;black;true;2834;green;true;16731;green;false;4826;black;true;3656;yellow;true;6704;yellow;false;6352;yellow;true;13168;yellow;false;1649;black;true;2383;green;true;6869;yellow;false;4489;yellow;true;4175;yellow;false;5027;yellow;false;1974;black;true;4208;green;true;3225;yellow;true;8490;yellow;false;3116;yellow;true;2528;green;true;5535;yellow;false;3098;green;true;2623;yellow;true;5735;yellow;false;4185;green;true;3640;yellow;false;5143;yellow;true;2841;yellow;false;2088;black;true;7935;yellow;true;2857;green;true;2503;yellow;true;1872;red;false;3000;yellow;true;2466;yellow;false;2406;green;true;4480;yellow;false;4619;green;true;3709;yellow;false;5016;green;true;1602;red;false;2269;yellow;false;4993;yellow;true;3665;yellow;false;7942;black;true;3160;yellow;true;1976;black;true;2874;yellow;false;2542;yellow;true;2888;green;true;1696;black;true;1376;green;true;4784;green;false;2240;black;true;3639;yellow;true;3560;yellow;false;3144;yellow;true;9257;yellow;false;1504;black;true;1344;green;true;4752;yellow;false;2528;yellow;true;1925;yellow;false;2467;yellow;false;2614;black;true;1631;green;true;1856;yellow;true;3329;yellow;false;1319;yellow;true;1403;green;true;2094;yellow;false;1439;green;true;2257;yellow;true;3562;yellow;false;1901;green;true;2537;yellow;false;2658;yellow;true;3781;yellow;false;1512;black;true;2651;yellow;true;1413;green;true;1018;yellow;true;1270;red;false;1103;yellow;true;1154;green;false;5;4;6;6;4;4;4;4;5;4;4;3;5;5;3;3;4;4;5;5;5;5;5;5;5;6;5;6;5;5;3;4;5;4;3;3;4;3;5;4;2;4;5;4;6;5;5;3;4;3;4;4;828545;positive
59;F;41;2;1;2;2;2;2;2;1;2;2;2;4;1;3;2;4;4;2;4;1;70012;b;69187;b;9991;green;true;19615;red;true;23887;red;false;16966;yellow;false;11896;green;true;8271;red;false;9727;red;true;73596;yellow;true;15127;yellow;false;11263;black;true;7528;yellow;true;5224;black;true;14678;yellow;false;6152;yellow;true;21142;yellow;false;7320;black;true;24998;red;false;8752;red;true;9624;black;true;6863;yellow;true;12583;red;true;13855;red;false;7199;red;true;10863;black;true;18967;yellow;false;11991;red;true;24518;yellow;true;7920;red;true;5823;yellow;false;4856;black;true;11871;yellow;false;11295;yellow;true;15008;red;true;30054;yellow;true;4271;yellow;false;6152;red;true;12135;green;true;10480;green;false;12255;yellow;false;9159;green;true;5448;red;true;6016;yellow;true;9655;yellow;false;5367;black;true;10336;green;false;1992;green;true;10135;yellow;true;5808;red;false;11991;yellow;true;4992;yellow;false;8407;green;true;9407;red;true;5791;green;true;12048;red;true;8488;green;true;6447;red;false;6303;red;true;21199;yellow;true;13344;yellow;false;8351;red;false;11919;green;false;6128;black;true;1544;black;false;10319;green;false;30558;yellow;false;7200;black;true;22438;green;true;9584;yellow;false;6239;black;true;9919;green;false;12864;yellow;false;11023;green;false;4872;green;false;7607;black;true;10424;green;true;9935;yellow;false;4448;yellow;true;33486;yellow;false;4631;green;true;2152;yellow;false;34750;green;true;9503;green;false;7712;green;false;5511;green;false;17999;yellow;false;7088;yellow;false;7175;green;true;5768;yellow;true;7663;red;true;4640;green;true;13087;red;true;4688;yellow;true;7135;yellow;false;8176;red;false;7063;yellow;true;8088;green;true;5224;green;false;5415;red;false;14103;yellow;true;11488;red;true;2;2;6;5;2;2;4;6;5;6;3;6;6;2;3;3;3;3;3;4;3;4;1;2;3;3;4;4;2;3;3;3;3;3;1;1;4;3;4;4;4;4;5;1;5;3;6;3;4;5;5;2;626418;negative
55555555;F;555555;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2552;a;1936;a;1793;yellow;false;383;green;false;272;yellow;false;17400;green;false;607;green;true;248;green;false;280;red;true;216;red;false;168;red;true;153;red;false;303;yellow;true;152;yellow;false;153;yellow;false;239;green;false;176;green;true;152;green;false;152;green;true;352;yellow;false;160;yellow;false;224;red;false;176;red;true;176;red;false;264;black;false;160;black;true;240;red;false;177;red;true;359;yellow;true;161;yellow;false;151;green;true;176;green;false;160;green;true;144;green;false;153;green;false;159;green;false;152;green;true;248;green;false;161;green;true;159;green;false;168;green;false;185;green;true;159;green;false;184;green;false;168;green;false;177;green;false;175;green;false;160;green;true;168;green;false;192;green;false;193;green;false;199;green;false;296;green;true;200;green;false;192;green;true;176;green;false;216;green;true;944;green;false;177;green;false;207;green;false;201;green;false;183;green;false;200;green;false;209;green;false;207;green;false;224;green;false;176;green;true;175;green;false;168;green;true;208;green;false;192;green;false;200;green;false;184;green;false;192;green;false;176;green;false;168;green;false;368;green;true;177;green;false;183;green;false;176;green;false;177;green;true;175;green;false;176;green;true;169;green;false;183;green;false;15792;green;false;160;green;true;176;green;false;152;green;true;152;green;false;168;green;false;176;green;true;184;green;false;144;green;false;264;green;false;152;green;false;144;green;false;144;green;true;160;green;false;152;green;false;144;green;false;152;green;false;3;4;3;3;4;4;3;3;3;3;4;3;4;3;4;4;3;3;4;3;4;3;3;3;4;3;4;3;4;4;3;4;4;3;4;4;3;4;3;4;3;3;3;4;3;4;4;3;3;3;3;4;563598;positive
57;M;10;3;3;3;2;3;3;1;3;2;1;2;1;1;1;2;1;1;1;1;1;13615;b;12032;b;10168;green;true;20719;yellow;false;3719;green;true;5608;green;false;2440;green;true;4528;red;false;54038;yellow;false;8720;green;false;6055;yellow;false;12520;black;true;9463;green;false;6992;black;true;6976;green;false;3688;green;false;4168;green;true;3336;black;true;3599;green;true;9888;green;false;7992;black;true;4632;green;false;3751;green;false;11480;yellow;true;14679;yellow;false;5984;black;true;10016;green;true;6487;red;true;7752;green;false;6128;yellow;false;6184;green;true;5112;black;true;2312;green;true;6175;green;false;3640;green;false;2240;yellow;true;3296;green;true;8576;yellow;false;3279;green;true;10383;green;false;7168;green;false;3696;green;true;4792;green;false;16775;green;false;6968;red;false;3215;black;true;8720;yellow;true;1856;green;true;7056;green;false;4464;red;false;9447;green;false;10464;yellow;false;3400;green;true;21959;yellow;false;5848;green;true;15351;green;false;2528;green;true;2544;red;false;14639;yellow;false;5296;green;false;5888;yellow;false;5304;black;true;9799;green;false;2584;black;true;9472;green;false;8256;green;false;2448;green;true;2447;black;true;3544;green;true;14896;yellow;false;6328;black;true;4775;green;false;4160;yellow;false;2048;green;false;7928;yellow;false;3240;black;true;2343;green;true;4504;red;true;3784;green;false;6496;yellow;false;8528;green;true;3463;black;true;3304;green;true;7648;green;false;6312;yellow;false;4424;green;false;1919;green;true;4784;yellow;false;3672;green;true;12472;green;false;5696;yellow;false;3560;green;true;6807;yellow;false;4768;green;false;4096;red;true;2120;black;true;5224;green;false;2311;green;true;10944;green;false;4688;red;false;6823;green;false;5200;yellow;false;3;4;6;6;2;1;6;6;6;5;2;6;3;5;2;3;5;2;4;3;3;5;5;5;3;4;2;4;2;2;5;3;4;5;3;2;2;4;3;4;2;3;4;3;5;4;3;4;4;5;4;2;270625;positive
